round,index,qtime_ms,wall_ms,numFound,error
10,31,72,110,28720,
10,32,79,115,51763,
10,33,77,113,28712,
10,34,37,71,42462,
10,35,54,87,41944,
10,36,56,87,63349,
10,37,67,95,77616,
10,38,63,96,25893,
10,39,80,111,77463,
10,40,50,83,20898,
10,41,64,100,25992,
10,42,91,137,86418,
10,43,57,115,25822,
10,44,79,112,77856,
10,45,37,71,21034,
10,46,100,139,57553,
10,47,84,126,25988,
10,48,66,107,63112,
10,49,99,139,86625,
10,50,60,91,51411,
10,51,51,101,63019,
10,52,64,96,51989,
10,53,63,96,25603,
10,54,65,85,26139,
10,55,100,120,86248,
10,56,76,98,77604,
10,57,81,101,25996,
10,58,43,66,21130,
10,59,47,68,42068,
10,60,40,60,20799,
10,61,84,116,51801,
10,62,90,117,77466,
10,63,61,79,63125,
10,64,57,76,63561,
10,65,96,116,28723,
10,66,82,102,25781,
10,67,87,108,77252,
10,68,81,100,25992,
10,69,38,55,20861,
10,70,86,103,51575,
10,71,81,101,77529,
10,72,105,125,86583,
10,73,48,69,20841,
10,74,89,106,57711,
10,75,96,116,57924,
10,76,87,112,52073,
10,77,106,141,86395,
10,78,77,105,77489,
10,79,53,90,25849,
10,80,76,107,77462,
10,81,49,77,25818,
10,82,94,114,86358,
10,83,66,95,63385,
10,84,67,86,51419,
10,85,100,132,86653,
10,86,41,76,21304,
10,87,52,79,42267,
10,88,65,94,51838,
10,89,84,110,57785,
10,90,90,115,28834,
10,91,67,94,63336,
10,92,92,114,57924,
10,93,72,93,26149,
10,94,57,77,21044,
10,95,52,72,63315,
10,96,74,99,77784,
10,97,77,96,77254,
10,98,60,79,25756,
10,99,57,74,21389,
11,0,225,878,57350,
11,1,210,878,51778,
11,2,223,878,28549,
11,3,215,878,77506,
11,4,99,180,28706,
11,5,98,180,28895,
11,6,88,180,51704,
11,7,86,180,51780,
11,8,59,91,20959,
11,9,75,124,25862,
11,10,79,124,78103,
11,11,64,99,42361,
11,12,32,60,21076,
11,13,39,59,63206,
11,14,57,79,20879,
11,15,57,78,20961,
11,16,58,75,62952,
11,17,80,105,26068,
11,18,88,130,29157,
11,19,69,88,52287,
11,20,87,110,28665,
11,21,46,69,41855,
11,22,56,163,51740,
11,23,51,121,77640,
11,24,76,154,77696,
11,25,110,183,86531,
11,26,39,60,21387,
11,27,59,105,62614,
11,28,49,72,25817,
11,29,64,279,63018,
11,30,61,274,42397,
11,31,67,235,63626,
11,32,93,265,86504,
11,33,57,185,21042,
11,34,67,185,77616,
11,35,65,185,63125,
11,36,78,155,57676,
11,37,100,119,57604,
11,38,83,106,25686,
11,39,99,118,57370,
11,40,81,106,25715,
11,41,61,128,21263,
11,42,94,128,86327,
11,43,105,130,86714,
11,44,104,133,57304,
11,45,68,141,25884,
11,46,55,141,42098,
11,47,69,127,25717,
11,48,78,123,77637,
11,49,86,194,51811,
11,50,62,194,42042,
11,51,85,194,51907,
11,52,88,194,28743,
